TaiwanLongTermCareImplementationGuide
=========================================

/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Bundle-hah-document.json: line 218, col 10, Info - None of the codings provided are in the value set 'FHIR Document Type Codes' (http://hl7.org/fhir/ValueSet/doc-typecodes|4.0.1), and a coding is recommended to come from this value set (codes = http://ltc-ig.fhir.tw/CodeSystem/hah-document#discharge-summary) (CODEINVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1495, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1507, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1544, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1556, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1574, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1586, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1611, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1623, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1648, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1660, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1685, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1697, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1722, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1734, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1759, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1771, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1796, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1808, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1833, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1845, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1870, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1882, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1907, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1919, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1944, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1956, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1981, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 1993, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2018, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2030, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2055, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2067, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2092, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2104, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2129, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2141, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2166, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2178, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2203, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2215, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2240, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2252, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2277, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2289, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2314, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2326, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2351, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2363, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2388, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2400, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2425, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2437, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2474, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2486, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2504, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2516, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2541, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2553, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2578, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2590, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2615, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2627, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2652, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2664, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2689, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2701, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2726, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2738, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2763, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2775, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2800, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2812, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2837, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2849, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2874, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2886, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2911, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2923, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2948, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2960, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2985, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 2997, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3034, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3046, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3064, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3076, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3101, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3113, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3138, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3150, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3175, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3187, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3212, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3224, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3249, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3261, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3286, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3298, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3323, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3335, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3360, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3372, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3397, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3409, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3434, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3446, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
